payment_id,payment_date,payment_time,amount,payment_method,card_type,issuer_country,payment_channel,avs_response,cvv_response,three_ds_response,auth_response,merchant_name
266,2025-03-21,12:00:47,11.0,Card,Debit,US,Web,Y,M,Y,Approved,Merchant_21
267,2025-03-28,12:00:47,19.92,Mobile Money,Credit,US,Web,N,M,Y,Approved,Merchant_1
268,2025-04-01,12:00:47,40.64,Card,Credit,UK,Mobile App,U,N,N,Approved,Merchant_18
269,2025-04-16,12:00:47,15.4,Mobile Money,Debit,US,Web,U,N,N,Declined,Merchant_44
270,2025-04-19,12:00:47,8.46,Cash,Debit,US,POS,N,M,N,Declined,Merchant_35
271,2025-04-02,12:00:47,48.32,Mobile Money,Debit,US,Web,N,M,N,Declined,Merchant_22
272,2025-05-04,12:00:47,129.48,Card,Credit,US,Web,U,N,N,Approved,Merchant_21
273,2025-04-04,12:00:47,143.34,Cash,Credit,US,POS,Y,M,Y,Approved,Merchant_25
274,2025-04-15,12:00:47,36.7,Mobile Money,Debit,US,Mobile App,N,M,Y,Approved,Merchant_18
275,2025-04-17,12:00:47,25.61,Mobile Money,Debit,UK,Web,Y,M,Y,Declined,Merchant_35
276,2025-03-27,12:00:47,7.92,Card,Credit,NG,Web,N,M,N,Approved,Merchant_49
277,2025-03-24,12:00:47,24.92,Card,Debit,UK,Web,Y,M,Y,Approved,Merchant_28
278,2025-05-12,12:00:47,24.16,Card,Debit,NG,Web,N,N,N,Declined,Merchant_28
279,2025-04-07,12:00:47,29.26,Card,Debit,US,Web,U,M,N,Approved,Merchant_35
280,2025-04-07,12:00:47,5.0,Mobile Money,Debit,NG,Mobile App,U,M,N,Declined,Merchant_24
281,2025-05-14,12:00:47,62.3,Card,Credit,NG,POS,N,M,N,Approved,Merchant_50
282,2025-04-15,12:00:47,78.24,Card,Credit,US,Mobile App,N,N,Y,Approved,Merchant_14
283,2025-03-20,12:00:47,76.83,Mobile Money,Credit,UK,Mobile App,Y,M,N,Declined,Merchant_50
284,2025-04-22,12:00:47,81.28,Mobile Money,Debit,US,Web,N,M,N,Declined,Merchant_17
285,2025-04-26,12:00:47,7.92,Card,Debit,NG,Mobile App,U,N,N,Declined,Merchant_14
286,2025-04-26,12:00:47,5.0,Card,Credit,US,Mobile App,N,N,N,Declined,Merchant_45
287,2025-04-29,12:00:47,36.19,Mobile Money,Credit,US,Web,N,N,N,Declined,Merchant_45
288,2025-03-18,12:00:47,191.12,Mobile Money,Debit,UK,Web,U,N,N,Approved,Merchant_8
289,2025-04-06,12:00:47,144.76,Card,Credit,UK,Web,Y,N,N,Approved,Merchant_9
290,2025-04-14,12:00:47,9.96,Card,Credit,UK,Web,Y,M,Y,Approved,Merchant_22
291,2025-04-06,12:00:47,16.88,Card,Debit,NG,Web,Y,N,N,Approved,Merchant_35
292,2025-05-17,12:00:47,153.65,Cash,Credit,US,POS,N,M,N,Approved,Merchant_26
293,2025-04-29,12:00:47,19.92,Cash,Credit,NG,Mobile App,Y,M,Y,Declined,Merchant_36
294,2025-04-28,12:00:47,8.44,Cash,Credit,NG,POS,U,N,N,Approved,Merchant_3
295,2025-03-31,12:00:47,29.26,Mobile Money,Credit,US,Web,N,M,N,Declined,Merchant_47
296,2025-03-20,12:00:47,39.12,Card,Credit,NG,Web,U,N,N,Approved,Merchant_23
297,2025-03-25,12:00:47,81.28,Card,Debit,US,Mobile App,N,N,Y,Declined,Merchant_23
298,2025-04-21,12:00:47,238.9,Mobile Money,Credit,NG,Web,U,N,Y,Approved,Merchant_15
299,2025-04-26,12:00:47,16.88,Card,Debit,US,Mobile App,Y,M,Y,Approved,Merchant_48
300,2025-05-04,12:00:47,17.95,Mobile Money,Credit,NG,Web,N,M,Y,Approved,Merchant_9
301,2025-03-19,12:00:47,30.73,Card,Debit,UK,POS,Y,N,N,Approved,Merchant_35
302,2025-03-22,12:00:47,122.92,Mobile Money,Debit,UK,Web,Y,N,N,Approved,Merchant_43
303,2025-03-25,12:00:47,93.3,Mobile Money,Debit,UK,Web,Y,M,Y,Declined,Merchant_23
304,2025-04-25,12:00:47,57.98,Card,Credit,UK,POS,U,N,N,Declined,Merchant_43
305,2025-05-13,12:00:47,19.36,Card,Credit,UK,POS,Y,N,Y,Approved,Merchant_15
306,2025-04-22,12:00:47,180.95,Card,Debit,UK,POS,U,M,Y,Approved,Merchant_34
307,2025-04-02,12:00:47,49.82,Card,Debit,NG,Web,Y,M,Y,Approved,Merchant_28
308,2025-03-30,12:00:47,19.36,Mobile Money,Debit,NG,POS,U,M,N,Approved,Merchant_32
309,2025-05-08,12:00:47,19.92,Mobile Money,Debit,UK,Web,N,N,Y,Approved,Merchant_1
310,2025-03-30,12:00:47,85.0,Card,Credit,UK,Web,N,M,N,Approved,Merchant_33
311,2025-04-02,12:00:47,4.4,Mobile Money,Debit,NG,Web,U,M,Y,Approved,Merchant_31
312,2025-03-21,12:00:47,10.0,Card,Debit,US,Web,Y,M,Y,Approved,Merchant_4
313,2025-04-27,12:00:47,76.83,Mobile Money,Debit,US,POS,N,N,Y,Declined,Merchant_50
314,2025-05-17,12:00:47,122.92,Card,Debit,US,Web,N,M,N,Approved,Merchant_12
315,2025-04-26,12:00:47,49.84,Card,Credit,NG,Web,N,M,Y,Approved,Merchant_17
316,2025-05-05,12:00:47,153.65,Mobile Money,Debit,US,POS,Y,M,Y,Approved,Merchant_5
317,2025-05-11,12:00:47,11.0,Mobile Money,Credit,UK,POS,Y,N,N,Declined,Merchant_34
318,2025-05-11,12:00:47,85.0,Cash,Credit,NG,Mobile App,Y,M,Y,Declined,Merchant_46
319,2025-04-06,12:00:47,97.11,Cash,Debit,UK,POS,Y,N,N,Approved,Merchant_10
320,2025-05-12,12:00:47,36.7,Mobile Money,Credit,US,Web,Y,M,Y,Declined,Merchant_21
321,2025-04-09,12:00:47,12.5,Mobile Money,Debit,NG,Web,U,M,N,Declined,Merchant_27
322,2025-04-02,12:00:47,128.05,Card,Credit,NG,Mobile App,U,N,Y,Declined,Merchant_6
323,2025-04-23,12:00:47,8.44,Card,Debit,US,Web,N,N,Y,Declined,Merchant_39
324,2025-05-14,12:00:47,39.12,Card,Debit,US,POS,Y,M,Y,Approved,Merchant_45
325,2025-04-07,12:00:47,8.44,Mobile Money,Debit,NG,POS,N,M,N,Approved,Merchant_50
326,2025-03-31,12:00:47,8.8,Mobile Money,Credit,NG,Web,U,N,Y,Declined,Merchant_1
327,2025-04-01,12:00:47,101.6,Card,Credit,UK,Web,N,M,N,Declined,Merchant_35
328,2025-05-01,12:00:47,38.72,Mobile Money,Credit,US,POS,N,N,N,Approved,Merchant_48
329,2025-04-14,12:00:47,15.4,Card,Debit,UK,Mobile App,U,M,N,Declined,Merchant_14
330,2025-04-30,12:00:47,12.08,Card,Credit,US,Web,N,M,N,Declined,Merchant_4
331,2025-04-21,12:00:47,238.9,Card,Debit,US,POS,U,N,Y,Approved,Merchant_16
332,2025-05-16,12:00:47,5.94,Mobile Money,Debit,UK,Web,U,N,Y,Approved,Merchant_50
333,2025-04-13,12:00:47,9.68,Mobile Money,Credit,US,Mobile App,Y,N,N,Declined,Merchant_18
334,2025-04-24,12:00:47,93.3,Mobile Money,Debit,NG,POS,Y,N,N,Approved,Merchant_35
335,2025-04-15,12:00:47,51.0,Mobile Money,Debit,US,Mobile App,U,M,Y,Approved,Merchant_18
336,2025-04-03,12:00:47,95.56,Cash,Credit,US,POS,U,M,Y,Approved,Merchant_23
337,2025-03-28,12:00:47,9.68,Mobile Money,Credit,NG,POS,U,M,Y,Declined,Merchant_38
338,2025-05-01,12:00:47,161.85,Mobile Money,Debit,US,Web,N,N,N,Declined,Merchant_17
339,2025-04-25,12:00:47,53.85,Mobile Money,Debit,US,Mobile App,Y,M,N,Declined,Merchant_14
340,2025-04-26,12:00:47,51.0,Cash,Credit,UK,POS,U,N,N,Approved,Merchant_45
341,2025-05-17,12:00:47,2.82,Mobile Money,Credit,UK,Web,N,M,N,Declined,Merchant_9
342,2025-04-06,12:00:47,3.96,Cash,Credit,NG,Mobile App,N,N,N,Approved,Merchant_41
343,2025-04-29,12:00:47,124.4,Card,Debit,NG,Web,Y,M,N,Approved,Merchant_49
344,2025-03-19,12:00:47,18.92,Mobile Money,Credit,US,Web,N,N,Y,Approved,Merchant_2
345,2025-05-08,12:00:47,9.96,Mobile Money,Credit,UK,Web,U,N,N,Approved,Merchant_43
346,2025-04-22,12:00:47,9.9,Card,Credit,US,Web,Y,M,Y,Approved,Merchant_9
347,2025-03-21,12:00:47,24.91,Mobile Money,Credit,UK,Web,U,N,Y,Declined,Merchant_41
348,2025-05-07,12:00:47,36.24,Card,Credit,UK,Mobile App,N,N,N,Declined,Merchant_13
349,2025-03-27,12:00:47,48.4,Card,Debit,US,Web,U,M,N,Approved,Merchant_17
350,2025-04-04,12:00:47,97.8,Card,Debit,UK,Web,U,M,Y,Approved,Merchant_17
351,2025-04-05,12:00:47,5.64,Card,Credit,UK,Web,N,M,Y,Approved,Merchant_29
352,2025-04-14,12:00:47,47.3,Card,Credit,US,Mobile App,U,M,Y,Approved,Merchant_47
353,2025-04-17,12:00:47,11.0,Mobile Money,Credit,UK,Web,U,N,N,Declined,Merchant_41
354,2025-05-08,12:00:47,53.85,Cash,Credit,UK,Mobile App,U,M,N,Approved,Merchant_14
355,2025-04-06,12:00:47,30.73,Mobile Money,Credit,UK,POS,U,M,N,Declined,Merchant_40
356,2025-04-16,12:00:47,12.08,Card,Credit,UK,Web,Y,M,N,Approved,Merchant_6
357,2025-05-06,12:00:47,39.84,Cash,Credit,UK,Mobile App,U,N,Y,Declined,Merchant_29
358,2025-03-29,12:00:47,21.1,Card,Debit,UK,Web,U,N,N,Declined,Merchant_26
359,2025-04-21,12:00:47,40.64,Card,Credit,NG,Web,Y,M,Y,Approved,Merchant_20
360,2025-05-13,12:00:47,48.4,Cash,Debit,NG,Mobile App,Y,N,Y,Approved,Merchant_16
361,2025-04-10,12:00:47,20.32,Mobile Money,Debit,NG,POS,N,N,Y,Approved,Merchant_7
362,2025-05-14,12:00:47,144.95,Card,Debit,US,Web,N,N,N,Approved,Merchant_9
363,2025-03-26,12:00:47,7.5,Card,Credit,UK,POS,N,N,N,Approved,Merchant_36
364,2025-04-07,12:00:47,66.48,Card,Credit,US,Web,U,M,N,Approved,Merchant_40
365,2025-05-08,12:00:47,39.84,Cash,Debit,US,POS,U,M,N,Declined,Merchant_37
366,2025-05-06,12:00:47,29.04,Mobile Money,Credit,US,Web,N,N,N,Declined,Merchant_31
367,2025-04-30,12:00:47,9.68,Mobile Money,Debit,US,Web,U,N,N,Declined,Merchant_28
368,2025-05-17,12:00:47,15.4,Mobile Money,Debit,UK,POS,N,N,Y,Approved,Merchant_38
369,2025-05-10,12:00:47,37.38,Card,Debit,NG,Mobile App,N,N,Y,Approved,Merchant_5
370,2025-03-19,12:00:47,8.46,Mobile Money,Credit,US,Mobile App,Y,M,N,Approved,Merchant_28
371,2025-05-02,12:00:47,29.88,Mobile Money,Debit,NG,Mobile App,Y,M,Y,Declined,Merchant_9
372,2025-05-03,12:00:47,29.88,Cash,Credit,UK,POS,U,N,N,Approved,Merchant_47
373,2025-04-02,12:00:47,18.92,Card,Credit,UK,Mobile App,U,M,Y,Declined,Merchant_1
374,2025-03-27,12:00:47,10.0,Card,Credit,NG,Web,N,N,Y,Approved,Merchant_37
375,2025-04-21,12:00:47,102.44,Cash,Credit,UK,POS,U,N,Y,Approved,Merchant_10
376,2025-04-22,12:00:47,28.99,Card,Credit,NG,POS,N,N,N,Approved,Merchant_15
377,2025-05-02,12:00:47,40.64,Mobile Money,Debit,UK,Web,Y,N,Y,Approved,Merchant_3
378,2025-03-28,12:00:47,39.12,Card,Debit,NG,POS,Y,M,Y,Approved,Merchant_8
379,2025-03-24,12:00:47,238.9,Card,Debit,NG,Mobile App,N,M,N,Declined,Merchant_7
380,2025-05-11,12:00:47,14.1,Mobile Money,Credit,NG,Web,N,N,Y,Approved,Merchant_24
381,2025-04-17,12:00:47,31.1,Mobile Money,Debit,US,Mobile App,Y,M,N,Declined,Merchant_6
382,2025-04-17,12:00:47,7.5,Card,Credit,US,Web,N,N,N,Declined,Merchant_45
383,2025-05-06,12:00:47,144.76,Mobile Money,Credit,UK,Web,Y,M,Y,Approved,Merchant_35
384,2025-03-22,12:00:47,39.12,Card,Debit,US,POS,U,M,Y,Declined,Merchant_19
385,2025-03-30,12:00:47,9.96,Mobile Money,Credit,US,Web,U,M,Y,Approved,Merchant_12
386,2025-04-20,12:00:47,25.61,Card,Debit,US,Web,N,M,N,Approved,Merchant_5
387,2025-04-26,12:00:47,29.88,Card,Credit,UK,Mobile App,Y,N,N,Approved,Merchant_18
388,2025-04-17,12:00:47,3.96,Mobile Money,Credit,US,Web,U,N,N,Declined,Merchant_43
389,2025-03-19,12:00:47,7.5,Card,Debit,NG,Web,N,M,Y,Approved,Merchant_49
390,2025-04-30,12:00:47,191.12,Mobile Money,Debit,NG,POS,N,N,Y,Declined,Merchant_11
391,2025-04-15,12:00:47,29.26,Card,Debit,NG,Web,N,N,N,Declined,Merchant_25
392,2025-04-17,12:00:47,9.96,Cash,Credit,UK,POS,N,M,N,Approved,Merchant_34
393,2025-05-15,12:00:47,4.4,Mobile Money,Debit,NG,POS,Y,M,Y,Approved,Merchant_40
394,2025-05-16,12:00:47,12.46,Mobile Money,Debit,US,Web,U,M,Y,Approved,Merchant_33
395,2025-04-19,12:00:47,12.08,Card,Debit,US,POS,U,N,Y,Declined,Merchant_32
396,2025-05-13,12:00:47,12.08,Card,Debit,US,Web,N,M,N,Approved,Merchant_35
397,2025-05-01,12:00:47,24.91,Mobile Money,Credit,US,Web,U,M,N,Declined,Merchant_8
398,2025-04-13,12:00:47,8.8,Card,Debit,UK,Web,N,N,N,Declined,Merchant_1
399,2025-04-03,12:00:47,66.48,Mobile Money,Credit,US,Web,Y,M,Y,Approved,Merchant_41
400,2025-04-17,12:00:47,62.3,Card,Debit,UK,Web,Y,M,N,Approved,Merchant_43
401,2025-04-14,12:00:47,16.88,Card,Debit,NG,Web,U,M,Y,Approved,Merchant_46
402,2025-05-04,12:00:47,29.88,Card,Credit,UK,Web,Y,N,N,Approved,Merchant_46
403,2025-05-17,12:00:47,3.96,Card,Debit,US,Web,Y,M,N,Declined,Merchant_47
404,2025-04-05,12:00:47,18.92,Cash,Credit,US,POS,N,M,N,Approved,Merchant_9
405,2025-03-30,12:00:47,14.63,Cash,Credit,NG,Mobile App,U,M,N,Approved,Merchant_30
406,2025-03-18,12:00:47,20.32,Card,Credit,UK,POS,N,N,Y,Declined,Merchant_17
407,2025-04-30,12:00:47,16.62,Cash,Credit,UK,Mobile App,U,M,N,Approved,Merchant_15
408,2025-04-28,12:00:47,38.72,Card,Debit,NG,POS,U,N,N,Declined,Merchant_11
409,2025-04-06,12:00:47,49.8,Cash,Debit,NG,Mobile App,Y,M,N,Approved,Merchant_45
410,2025-05-11,12:00:47,16.88,Card,Debit,NG,Web,N,N,N,Approved,Merchant_38
411,2025-04-02,12:00:47,7.92,Card,Credit,NG,Mobile App,N,M,N,Declined,Merchant_31
412,2025-03-24,12:00:47,58.52,Mobile Money,Debit,NG,POS,U,M,Y,Declined,Merchant_29
413,2025-05-07,12:00:47,35.9,Mobile Money,Debit,NG,Web,U,M,Y,Approved,Merchant_22
414,2025-05-09,12:00:47,86.97,Cash,Debit,NG,POS,U,N,Y,Declined,Merchant_24
415,2025-04-16,12:00:47,97.11,Card,Debit,UK,Mobile App,N,N,N,Declined,Merchant_44
416,2025-04-29,12:00:47,25.61,Card,Credit,US,Mobile App,N,M,N,Approved,Merchant_14
417,2025-04-19,12:00:47,8.46,Mobile Money,Credit,US,Mobile App,U,M,N,Approved,Merchant_18
418,2025-04-13,12:00:47,144.76,Card,Credit,UK,POS,U,N,N,Declined,Merchant_34
419,2025-05-05,12:00:47,38.72,Card,Debit,UK,POS,U,M,N,Approved,Merchant_38
420,2025-03-18,12:00:47,29.04,Mobile Money,Debit,UK,Mobile App,U,M,N,Declined,Merchant_46
421,2025-04-02,12:00:47,7.92,Card,Debit,UK,Web,N,M,Y,Approved,Merchant_15
422,2025-04-26,12:00:47,61.46,Mobile Money,Credit,US,Web,Y,M,Y,Approved,Merchant_8
423,2025-03-28,12:00:47,60.96,Mobile Money,Credit,UK,POS,Y,M,Y,Declined,Merchant_4
424,2025-04-20,12:00:47,32.37,Mobile Money,Credit,UK,Web,Y,N,Y,Approved,Merchant_37
425,2025-04-07,12:00:47,8.8,Mobile Money,Debit,US,Web,U,M,Y,Approved,Merchant_9
426,2025-04-02,12:00:47,10.0,Mobile Money,Debit,US,Web,Y,N,Y,Approved,Merchant_46
427,2025-04-15,12:00:47,2.5,Mobile Money,Credit,NG,Web,Y,M,Y,Approved,Merchant_2
428,2025-03-25,12:00:47,143.34,Cash,Credit,US,Mobile App,N,M,Y,Declined,Merchant_14
429,2025-04-16,12:00:47,60.96,Mobile Money,Credit,UK,Web,N,N,Y,Approved,Merchant_7
430,2025-04-23,12:00:47,72.38,Mobile Money,Debit,US,POS,U,N,Y,Declined,Merchant_47
431,2025-03-31,12:00:47,38.72,Cash,Debit,NG,Mobile App,Y,N,N,Declined,Merchant_48
432,2025-03-31,12:00:47,101.6,Cash,Credit,US,POS,Y,N,N,Approved,Merchant_48
433,2025-04-08,12:00:47,5.64,Mobile Money,Credit,UK,Mobile App,U,N,Y,Declined,Merchant_35
434,2025-04-10,12:00:47,39.12,Card,Credit,US,Mobile App,N,M,N,Declined,Merchant_4
435,2025-04-29,12:00:47,31.1,Mobile Money,Debit,UK,Web,Y,N,N,Declined,Merchant_39
436,2025-05-14,12:00:47,129.48,Card,Debit,US,Web,N,N,Y,Declined,Merchant_42
437,2025-04-15,12:00:47,86.97,Mobile Money,Credit,UK,Web,N,M,Y,Declined,Merchant_24
438,2025-04-30,12:00:47,25.61,Mobile Money,Debit,NG,POS,N,N,N,Declined,Merchant_22
439,2025-04-10,12:00:47,68.0,Mobile Money,Debit,NG,Web,U,M,N,Approved,Merchant_12
440,2025-05-16,12:00:47,37.38,Mobile Money,Debit,UK,Mobile App,N,N,N,Declined,Merchant_17
441,2025-05-15,12:00:47,38.72,Cash,Credit,NG,Mobile App,Y,N,N,Declined,Merchant_11
442,2025-04-06,12:00:47,86.97,Mobile Money,Credit,NG,Mobile App,Y,N,N,Approved,Merchant_20
443,2025-03-29,12:00:47,61.6,Mobile Money,Credit,UK,Web,N,M,Y,Declined,Merchant_9
444,2025-05-01,12:00:47,35.9,Card,Credit,NG,Web,U,M,Y,Declined,Merchant_43
445,2025-04-08,12:00:47,71.8,Card,Credit,UK,Web,N,N,Y,Declined,Merchant_35
446,2025-04-20,12:00:47,49.86,Card,Debit,UK,Web,Y,M,N,Declined,Merchant_4
447,2025-03-24,12:00:47,144.76,Mobile Money,Debit,NG,Web,Y,M,N,Approved,Merchant_32
448,2025-05-09,12:00:47,35.9,Card,Credit,US,Web,U,N,Y,Approved,Merchant_38
449,2025-04-25,12:00:47,83.1,Mobile Money,Debit,US,Web,U,M,N,Declined,Merchant_25
450,2025-04-17,12:00:47,85.0,Card,Debit,US,Web,U,M,Y,Approved,Merchant_49
451,2025-03-25,12:00:47,129.48,Cash,Debit,UK,POS,U,N,Y,Approved,Merchant_33
452,2025-03-25,12:00:47,5.64,Card,Credit,NG,Web,U,M,N,Approved,Merchant_20
453,2025-04-23,12:00:47,7.92,Mobile Money,Credit,UK,Web,U,N,Y,Approved,Merchant_28
454,2025-04-25,12:00:47,48.4,Card,Credit,NG,Web,Y,M,Y,Approved,Merchant_8
455,2025-05-03,12:00:47,39.84,Mobile Money,Debit,US,POS,N,M,Y,Declined,Merchant_23
456,2025-04-22,12:00:47,5.0,Mobile Money,Credit,US,Web,N,N,Y,Approved,Merchant_22
457,2025-03-18,12:00:47,29.88,Card,Debit,UK,Web,N,N,N,Approved,Merchant_46
458,2025-04-27,12:00:47,81.28,Card,Credit,US,Web,Y,N,Y,Declined,Merchant_22
459,2025-04-16,12:00:47,36.7,Card,Debit,US,Web,U,M,N,Approved,Merchant_13
460,2025-05-08,12:00:47,14.1,Mobile Money,Credit,NG,Web,Y,M,N,Approved,Merchant_10
461,2025-04-29,12:00:47,2.5,Card,Debit,US,Web,N,M,N,Approved,Merchant_47
462,2025-05-03,12:00:47,12.5,Mobile Money,Debit,UK,Mobile App,N,M,Y,Approved,Merchant_8
463,2025-03-22,12:00:47,29.26,Card,Credit,NG,Web,Y,M,Y,Approved,Merchant_23
464,2025-05-10,12:00:47,153.65,Card,Credit,UK,Web,U,M,Y,Approved,Merchant_16
465,2025-04-07,12:00:47,24.91,Mobile Money,Credit,UK,Web,N,M,Y,Approved,Merchant_40
466,2025-04-01,12:00:47,153.65,Card,Credit,UK,Web,Y,M,Y,Approved,Merchant_34
467,2025-03-26,12:00:47,71.8,Card,Credit,UK,POS,U,M,N,Declined,Merchant_19
468,2025-04-15,12:00:47,47.3,Card,Credit,US,POS,N,M,Y,Declined,Merchant_22
469,2025-04-19,12:00:47,8.44,Mobile Money,Credit,NG,Web,N,N,N,Declined,Merchant_16
470,2025-05-12,12:00:47,49.82,Mobile Money,Debit,UK,Web,Y,N,Y,Declined,Merchant_29
471,2025-03-21,12:00:47,49.86,Mobile Money,Debit,UK,POS,Y,N,Y,Declined,Merchant_45
472,2025-04-15,12:00:47,22.02,Card,Credit,NG,POS,Y,M,N,Approved,Merchant_27
473,2025-04-12,12:00:47,19.92,Card,Credit,UK,Web,N,M,Y,Declined,Merchant_19
474,2025-04-26,12:00:47,49.86,Mobile Money,Credit,UK,POS,N,N,Y,Approved,Merchant_50
475,2025-03-23,12:00:47,33.24,Cash,Credit,US,POS,Y,N,N,Declined,Merchant_50
476,2025-05-14,12:00:47,46.2,Card,Debit,US,Mobile App,U,N,N,Declined,Merchant_28
477,2025-05-17,12:00:47,115.96,Card,Debit,NG,POS,N,N,N,Approved,Merchant_40
478,2025-04-14,12:00:47,2.2,Mobile Money,Debit,UK,Mobile App,U,N,N,Approved,Merchant_13
479,2025-04-27,12:00:47,7.92,Card,Credit,NG,Web,Y,N,Y,Declined,Merchant_15
480,2025-04-02,12:00:47,58.52,Cash,Credit,US,POS,U,M,N,Declined,Merchant_10
481,2025-04-09,12:00:47,29.26,Card,Credit,UK,POS,Y,M,Y,Approved,Merchant_28
482,2025-04-15,12:00:47,32.37,Card,Debit,NG,Mobile App,Y,N,N,Declined,Merchant_38
483,2025-04-14,12:00:47,4.22,Mobile Money,Debit,UK,Web,U,N,N,Declined,Merchant_49
484,2025-04-07,12:00:47,72.38,Cash,Debit,UK,Mobile App,N,N,Y,Declined,Merchant_40
485,2025-05-15,12:00:47,7.34,Mobile Money,Credit,US,Web,N,N,N,Declined,Merchant_42
486,2025-03-31,12:00:47,19.36,Card,Credit,NG,Web,U,M,Y,Approved,Merchant_32
487,2025-04-19,12:00:47,47.3,Cash,Debit,US,Mobile App,N,M,N,Declined,Merchant_25
488,2025-04-09,12:00:47,7.34,Card,Credit,UK,Web,U,M,N,Approved,Merchant_21
489,2025-05-06,12:00:47,12.46,Card,Credit,UK,Mobile App,U,N,Y,Approved,Merchant_26
490,2025-04-25,12:00:47,68.0,Mobile Money,Credit,US,Web,U,M,Y,Approved,Merchant_4
491,2025-05-12,12:00:47,191.12,Card,Debit,UK,Web,Y,N,N,Declined,Merchant_2
492,2025-04-30,12:00:47,3.96,Cash,Debit,NG,POS,N,M,N,Declined,Merchant_43
493,2025-05-16,12:00:47,238.9,Mobile Money,Credit,NG,Web,N,N,N,Declined,Merchant_11
494,2025-03-27,12:00:47,122.92,Mobile Money,Debit,US,Mobile App,N,N,N,Declined,Merchant_11
495,2025-05-16,12:00:47,19.92,Card,Credit,US,Web,U,N,Y,Approved,Merchant_4
496,2025-03-31,12:00:47,129.48,Card,Debit,NG,Web,Y,M,N,Approved,Merchant_21
497,2025-03-24,12:00:47,76.83,Card,Credit,UK,Web,U,M,N,Declined,Merchant_50
498,2025-05-17,12:00:47,99.64,Card,Credit,NG,Web,U,M,N,Declined,Merchant_50
499,2025-05-04,12:00:47,101.6,Cash,Debit,UK,POS,Y,N,Y,Approved,Merchant_27
500,2025-05-09,12:00:47,92.19,Card,Debit,NG,POS,U,M,Y,Approved,Merchant_18
501,2025-05-04,12:00:47,12.08,Mobile Money,Debit,US,Mobile App,N,N,N,Approved,Merchant_9
502,2025-04-09,12:00:47,15.4,Card,Credit,US,Web,N,M,Y,Approved,Merchant_43
503,2025-04-05,12:00:47,49.84,Mobile Money,Credit,US,Web,Y,M,N,Declined,Merchant_36
504,2025-05-08,12:00:47,108.57,Mobile Money,Credit,NG,Web,Y,M,N,Approved,Merchant_31
505,2025-05-06,12:00:47,39.84,Mobile Money,Debit,NG,POS,U,M,N,Declined,Merchant_10
506,2025-04-05,12:00:47,238.9,Mobile Money,Credit,UK,Web,U,N,Y,Approved,Merchant_31
507,2025-04-22,12:00:47,155.5,Card,Credit,UK,Web,N,M,Y,Declined,Merchant_10
508,2025-04-30,12:00:47,153.65,Card,Credit,UK,POS,N,N,Y,Declined,Merchant_49
509,2025-04-06,12:00:47,51.22,Card,Debit,US,Web,N,M,N,Approved,Merchant_46
510,2025-04-17,12:00:47,62.2,Cash,Credit,NG,POS,N,M,N,Approved,Merchant_7
511,2025-03-23,12:00:47,5.64,Cash,Credit,NG,Mobile App,N,M,Y,Approved,Merchant_50
512,2025-04-03,12:00:47,191.12,Card,Credit,UK,Web,U,M,N,Declined,Merchant_21
513,2025-05-17,12:00:47,122.92,Mobile Money,Debit,US,Web,U,M,Y,Declined,Merchant_28
514,2025-05-03,12:00:47,83.1,Card,Debit,NG,Web,U,N,Y,Declined,Merchant_42
515,2025-04-18,12:00:47,18.92,Mobile Money,Debit,US,Web,U,N,Y,Declined,Merchant_3
516,2025-05-01,12:00:47,191.12,Mobile Money,Credit,UK,Web,U,N,Y,Declined,Merchant_17
517,2025-04-30,12:00:47,8.8,Mobile Money,Debit,US,Web,Y,N,Y,Declined,Merchant_42
518,2025-04-28,12:00:47,7.34,Card,Debit,US,Web,Y,M,Y,Declined,Merchant_19
519,2025-04-16,12:00:47,4.22,Mobile Money,Debit,UK,POS,U,M,N,Approved,Merchant_10
520,2025-05-06,12:00:47,78.24,Card,Debit,UK,Web,Y,N,N,Declined,Merchant_33
521,2025-04-14,12:00:47,60.96,Card,Credit,UK,POS,N,N,Y,Approved,Merchant_21
522,2025-04-22,12:00:47,39.12,Card,Credit,US,Web,Y,N,Y,Approved,Merchant_11
523,2025-03-30,12:00:47,53.85,Mobile Money,Credit,UK,Web,N,M,Y,Declined,Merchant_22
524,2025-04-16,12:00:47,12.46,Cash,Credit,NG,POS,N,M,Y,Declined,Merchant_50
525,2025-04-27,12:00:47,124.4,Cash,Credit,US,Mobile App,Y,N,N,Approved,Merchant_42
526,2025-03-19,12:00:47,180.95,Mobile Money,Debit,NG,Web,U,N,N,Declined,Merchant_8
527,2025-04-06,12:00:47,35.9,Mobile Money,Credit,US,Web,Y,N,N,Declined,Merchant_7
528,2025-05-12,12:00:47,53.85,Cash,Debit,NG,POS,U,M,N,Approved,Merchant_38
529,2025-04-05,12:00:47,62.2,Card,Debit,NG,Mobile App,Y,M,Y,Approved,Merchant_28
530,2025-05-15,12:00:47,86.97,Cash,Debit,NG,POS,N,N,N,Approved,Merchant_43
531,2025-04-27,12:00:47,15.4,Mobile Money,Debit,UK,Web,U,N,Y,Approved,Merchant_35
532,2025-05-09,12:00:47,10.0,Card,Credit,US,Web,U,M,N,Approved,Merchant_1
533,2025-04-18,12:00:47,124.4,Mobile Money,Credit,US,Web,U,N,Y,Declined,Merchant_40
